Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
06-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,0,0,0
06-04-2020,Andhra Pradesh,15.9129,79.74,226,3,1,65,0,0
06-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
06-04-2020,Assam,26.2006,92.9376,26,0,0,2,0,0
06-04-2020,Bihar,25.0961,85.3131,30,1,0,0,0,0
06-04-2020,Chandigarh,30.7333,76.7794,18,0,0,0,0,0
06-04-2020,Chhattisgarh,21.2787,81.8661,9,0,3,0,0,0
06-04-2020,Delhi,28.7041,77.1025,503,7,18,58,0,3
06-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0
06-04-2020,Gujarat,22.2587,71.1924,122,11,18,17,0,4
06-04-2020,Haryana,29.0588,76.0856,84,1,25,35,0,1
06-04-2020,Himachal Pradesh,31.1048,77.1734,13,1,1,7,0,0
06-04-2020,Jammu and Kashmir,33.7782,76.5762,106,2,4,14,0,0
06-04-2020,Jharkhand,23.6102,85.2799,3,0,0,1,0,0
06-04-2020,Karnataka,15.3173,75.7139,151,4,12,7,0,0
06-04-2020,Kerala,10.8505,76.2711,314,2,55,8,0,6
06-04-2020,Ladakh,34.2996,78.2932,14,0,10,0,0,0
06-04-2020,Madhya Pradesh,22.9734,78.6569,165,9,0,61,0,0
06-04-2020,Maharashtra,19.7515,75.7139,690,45,42,200,0,0
06-04-2020,Manipur,24.6637,93.9063,2,0,0,0,0,0
06-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
06-04-2020,Odisha,20.9517,85.0985,21,0,2,1,0,2
06-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
06-04-2020,Punjab,31.1471,75.3412,68,6,4,11,0,3
06-04-2020,Rajasthan,27.0238,74.2179,253,0,21,53,0,0
06-04-2020,Tamil Nadu,11.1271,78.6569,571,5,8,86,0,2
06-04-2020,Telengana,18.1124,79.0193,321,7,34,52,0,2
06-04-2020,Uttar Pradesh,26.8467,80.9462,227,2,19,0,0,0
06-04-2020,Uttarakhand,30.0668,79.0193,26,0,4,4,0,2
06-04-2020,West Bengal,22.9868,87.855,80,3,10,11,0,0
07-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,0,0,0
07-04-2020,Andhra Pradesh,15.9129,79.74,266,3,1,40,0,0
07-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
07-04-2020,Assam,26.2006,92.9376,26,0,0,0,0,0
07-04-2020,Bihar,25.0961,85.3131,32,1,0,2,0,0
07-04-2020,Chandigarh,30.7333,76.7794,18,0,0,0,0,0
07-04-2020,Chhattisgarh,21.2787,81.8661,10,0,8,1,0,5
07-04-2020,Delhi,28.7041,77.1025,523,7,19,20,0,1
07-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0
07-04-2020,Gujarat,22.2587,71.1924,144,12,22,22,0,4
07-04-2020,Haryana,29.0588,76.0856,90,1,25,6,0,0
07-04-2020,Himachal Pradesh,31.1048,77.1734,13,1,2,0,0,1
07-04-2020,Jammu and Kashmir,33.7782,76.5762,109,2,4,3,0,0
07-04-2020,Jharkhand,23.6102,85.2799,4,0,0,1,0,0
07-04-2020,Karnataka,15.3173,75.7139,151,4,12,0,0,0
07-04-2020,Kerala,10.8505,76.2711,327,2,58,13,0,3
07-04-2020,Ladakh,34.2996,78.2932,14,0,10,0,0,0
07-04-2020,Madhya Pradesh,22.9734,78.6569,165,9,0,0,0,0
07-04-2020,Maharashtra,19.7515,75.7139,748,45,56,58,0,14
07-04-2020,Manipur,24.6637,93.9063,2,0,0,0,0,0
07-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
07-04-2020,Odisha,20.9517,85.0985,21,0,2,0,0,0
07-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
07-04-2020,Punjab,31.1471,75.3412,76,6,4,8,0,0
07-04-2020,Rajasthan,27.0238,74.2179,288,3,21,35,0,0
07-04-2020,Tamil Nadu,11.1271,78.6569,621,5,8,50,0,0
07-04-2020,Telengana,18.1124,79.0193,321,7,34,0,0,0
07-04-2020,Tripura,23.9408,91.9882,1,0,0,0,0,0
07-04-2020,Uttar Pradesh,26.8467,80.9462,305,3,21,78,0,2
07-04-2020,Uttarakhand,30.0668,79.0193,31,0,5,5,0,1
07-04-2020,West Bengal,22.9868,87.855,91,3,13,11,0,3
08-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,10,0,0,0,0,0
08-04-2020,Andhra Pradesh,15.9129,79.74,305,4,1,39,0,0
08-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
08-04-2020,Assam,26.2006,92.9376,27,0,0,1,0,0
08-04-2020,Bihar,25.0961,85.3131,38,1,0,6,0,0
08-04-2020,Chandigarh,30.7333,76.7794,18,0,7,0,0,7
08-04-2020,Chhattisgarh,21.2787,81.8661,10,0,9,0,0,1
08-04-2020,Delhi,28.7041,77.1025,576,9,21,53,0,2
08-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0
08-04-2020,Gujarat,22.2587,71.1924,165,13,25,21,0,3
08-04-2020,Haryana,29.0588,76.0856,147,3,28,57,0,3
08-04-2020,Himachal Pradesh,31.1048,77.1734,18,1,2,5,0,0
08-04-2020,Jammu and Kashmir,33.7782,76.5762,116,2,4,7,0,0
08-04-2020,Jharkhand,23.6102,85.2799,4,0,0,0,0,0
08-04-2020,Karnataka,15.3173,75.7139,175,4,25,24,0,13
08-04-2020,Kerala,10.8505,76.2711,336,2,70,9,0,12
08-04-2020,Ladakh,34.2996,78.2932,14,0,10,0,0,0
08-04-2020,Madhya Pradesh,22.9734,78.6569,229,13,0,64,0,0
08-04-2020,Maharashtra,19.7515,75.7139,1018,64,79,270,0,23
08-04-2020,Manipur,24.6637,93.9063,2,0,0,0,0,0
08-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
08-04-2020,Odisha,20.9517,85.0985,42,1,2,21,0,0
08-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
08-04-2020,Punjab,31.1471,75.3412,91,7,4,15,0,0
08-04-2020,Rajasthan,27.0238,74.2179,328,3,21,40,0,0
08-04-2020,Tamil Nadu,11.1271,78.6569,690,7,19,69,0,11
08-04-2020,Telengana,18.1124,79.0193,364,7,35,43,0,1
08-04-2020,Tripura,23.9408,91.9882,1,0,0,0,0,0
08-04-2020,Uttar Pradesh,26.8467,80.9462,326,3,21,21,0,0
08-04-2020,Uttarakhand,30.0668,79.0193,31,0,5,0,0,0
08-04-2020,West Bengal,22.9868,87.855,99,5,13,8,0,0
09-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,0,1,0,0
09-04-2020,Andhra Pradesh,15.9129,79.74,348,4,6,43,0,5
09-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
09-04-2020,Assam,26.2006,92.9376,28,0,0,1,0,0
09-04-2020,Bihar,25.0961,85.3131,38,1,0,0,0,0
09-04-2020,Chandigarh,30.7333,76.7794,18,0,7,0,0,0
09-04-2020,Chhattisgarh,21.2787,81.8661,10,0,9,0,0,0
09-04-2020,Delhi,28.7041,77.1025,669,9,21,93,0,0
09-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0
09-04-2020,Gujarat,22.2587,71.1924,179,16,25,14,0,0
09-04-2020,Haryana,29.0588,76.0856,147,3,28,0,0,0
09-04-2020,Himachal Pradesh,31.1048,77.1734,18,1,2,0,0,0
09-04-2020,Jammu and Kashmir,33.7782,76.5762,158,4,4,42,0,0
09-04-2020,Jharkhand,23.6102,85.2799,4,0,0,0,0,0
09-04-2020,Karnataka,15.3173,75.7139,181,5,28,6,0,3
09-04-2020,Kerala,10.8505,76.2711,345,2,83,9,0,13
09-04-2020,Ladakh,34.2996,78.2932,14,0,10,0,0,0
09-04-2020,Madhya Pradesh,22.9734,78.6569,229,13,0,0,0,0
09-04-2020,Maharashtra,19.7515,75.7139,1135,72,117,117,0,38
09-04-2020,Manipur,24.6637,93.9063,1,0,1,0,0,1
09-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
09-04-2020,Odisha,20.9517,85.0985,42,1,2,0,0,0
09-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
09-04-2020,Punjab,31.1471,75.3412,101,8,4,10,0,0
09-04-2020,Rajasthan,27.0238,74.2179,381,3,21,53,0,0
09-04-2020,Tamil Nadu,11.1271,78.6569,738,8,21,48,0,2
09-04-2020,Telengana,18.1124,79.0193,427,7,35,63,0,0
09-04-2020,Tripura,23.9408,91.9882,1,0,0,0,0,0
09-04-2020,Uttar Pradesh,26.8467,80.9462,361,4,27,35,0,6
09-04-2020,Uttarakhand,30.0668,79.0193,33,0,5,2,0,0
09-04-2020,West Bengal,22.9868,87.855,103,5,16,4,0,3
10-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,0,0,0,0
10-04-2020,Andhra Pradesh,15.9129,79.74,348,4,6,0,0,0
10-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
10-04-2020,Assam,26.2006,92.9376,29,0,0,1,0,0
10-04-2020,Bihar,25.0961,85.3131,39,1,0,1,0,0
10-04-2020,Chandigarh,30.7333,76.7794,18,0,7,0,0,0
10-04-2020,Chhattisgarh,21.2787,81.8661,10,0,9,0,0,0
10-04-2020,Delhi,28.7041,77.1025,720,12,25,51,0,4
10-04-2020,Goa,15.2993,74.124,7,0,0,0,0,0
10-04-2020,Gujarat,22.2587,71.1924,241,17,26,62,0,1
10-04-2020,Haryana,29.0588,76.0856,169,3,29,22,0,1
10-04-2020,Himachal Pradesh,31.1048,77.1734,18,1,2,0,0,0
10-04-2020,Jammu and Kashmir,33.7782,76.5762,158,4,4,0,0,0
10-04-2020,Jharkhand,23.6102,85.2799,13,1,0,9,0,0
10-04-2020,Karnataka,15.3173,75.7139,181,5,28,0,0,0
10-04-2020,Kerala,10.8505,76.2711,357,2,96,12,0,13
10-04-2020,Ladakh,34.2996,78.2932,15,0,10,1,0,0
10-04-2020,Madhya Pradesh,22.9734,78.6569,259,16,0,30,0,0
10-04-2020,Maharashtra,19.7515,75.7139,1364,97,125,229,0,8
10-04-2020,Manipur,24.6637,93.9063,2,0,1,1,0,0
10-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
10-04-2020,Odisha,20.9517,85.0985,44,1,2,2,0,0
10-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
10-04-2020,Punjab,31.1471,75.3412,101,8,4,0,0,0
10-04-2020,Rajasthan,27.0238,74.2179,463,3,21,82,0,0
10-04-2020,Tamil Nadu,11.1271,78.6569,834,8,21,96,0,0
10-04-2020,Telengana,18.1124,79.0193,442,7,35,15,0,0
10-04-2020,Tripura,23.9408,91.9882,1,0,0,0,0,0
10-04-2020,Uttar Pradesh,26.8467,80.9462,410,4,31,49,0,4
10-04-2020,Uttarakhand,30.0668,79.0193,35,0,5,2,0,0
10-04-2020,West Bengal,22.9868,87.855,116,5,16,13,0,0
11-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,0,0,0,0
11-04-2020,Andhra Pradesh,15.9129,79.74,363,6,7,15,0,1
11-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
11-04-2020,Assam,26.2006,92.9376,29,1,0,0,0,0
11-04-2020,Bihar,25.0961,85.3131,60,1,0,21,0,0
11-04-2020,Chandigarh,30.7333,76.7794,18,0,7,0,0,0
11-04-2020,Chhattisgarh,21.2787,81.8661,18,0,9,8,0,0
11-04-2020,Delhi,28.7041,77.1025,903,13,25,183,0,0
11-04-2020,Goa,15.2993,74.124,7,0,1,0,0,1
11-04-2020,Gujarat,22.2587,71.1924,308,19,31,67,0,5
11-04-2020,Haryana,29.0588,76.0856,177,3,29,8,0,0
11-04-2020,Himachal Pradesh,31.1048,77.1734,28,1,6,10,0,4
11-04-2020,Jammu and Kashmir,33.7782,76.5762,207,4,6,49,0,2
11-04-2020,Jharkhand,23.6102,85.2799,14,1,0,1,0,0
11-04-2020,Karnataka,15.3173,75.7139,207,6,31,26,0,3
11-04-2020,Kerala,10.8505,76.2711,364,2,123,7,0,27
11-04-2020,Ladakh,34.2996,78.2932,15,0,10,0,0,0
11-04-2020,Madhya Pradesh,22.9734,78.6569,435,33,0,176,0,0
11-04-2020,Maharashtra,19.7515,75.7139,1574,110,188,210,0,63
11-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
11-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
11-04-2020,Odisha,20.9517,85.0985,48,1,2,4,0,0
11-04-2020,Puducherry,11.9416,79.8083,5,0,1,0,0,0
11-04-2020,Punjab,31.1471,75.3412,132,11,5,31,0,1
11-04-2020,Rajasthan,27.0238,74.2179,553,3,21,90,0,0
11-04-2020,Tamil Nadu,11.1271,78.6569,911,8,44,77,0,23
11-04-2020,Telengana,18.1124,79.0193,473,7,43,31,0,8
11-04-2020,Tripura,23.9408,91.9882,1,0,0,0,0,0
11-04-2020,Uttar Pradesh,26.8467,80.9462,431,4,32,21,0,1
11-04-2020,Uttarakhand,30.0668,79.0193,35,0,5,0,0,0
11-04-2020,West Bengal,22.9868,87.855,116,5,16,0,0,0
12-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,10
12-04-2020,Andhra Pradesh,15.9129,79.74,381,6,11,18,0,4
12-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
12-04-2020,Assam,26.2006,92.9376,29,1,0,0,0,0
12-04-2020,Bihar,25.0961,85.3131,63,1,0,3,0,0
12-04-2020,Chandigarh,30.7333,76.7794,19,0,7,1,0,0
12-04-2020,Chhattisgarh,21.2787,81.8661,18,0,9,0,0,0
12-04-2020,Delhi,28.7041,77.1025,1069,19,25,166,0,0
12-04-2020,Goa,15.2993,74.124,7,0,5,0,0,4
12-04-2020,Gujarat,22.2587,71.1924,432,22,44,124,0,13
12-04-2020,Haryana,29.0588,76.0856,177,3,29,0,0,0
12-04-2020,Himachal Pradesh,31.1048,77.1734,32,1,6,4,0,0
12-04-2020,Jammu and Kashmir,33.7782,76.5762,207,4,6,0,0,0
12-04-2020,Jharkhand,23.6102,85.2799,17,1,0,3,0,0
12-04-2020,Karnataka,15.3173,75.7139,214,6,37,7,0,6
12-04-2020,Kerala,10.8505,76.2711,364,2,123,0,0,0
12-04-2020,Ladakh,34.2996,78.2932,15,0,10,0,0,0
12-04-2020,Madhya Pradesh,22.9734,78.6569,532,36,0,97,0,0
12-04-2020,Maharashtra,19.7515,75.7139,1761,127,208,187,0,20
12-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
12-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
12-04-2020,Odisha,20.9517,85.0985,50,1,2,2,0,0
12-04-2020,Puducherry,11.9416,79.8083,7,0,1,2,0,0
12-04-2020,Punjab,31.1471,75.3412,151,11,5,19,0,0
12-04-2020,Rajasthan,27.0238,74.2179,700,3,21,147,0,0
12-04-2020,Tamil Nadu,11.1271,78.6569,969,10,44,58,0,0
12-04-2020,Telengana,18.1124,79.0193,504,9,43,31,0,0
12-04-2020,Tripura,23.9408,91.9882,2,0,0,1,0,0
12-04-2020,Uttar Pradesh,26.8467,80.9462,452,5,45,21,0,13
12-04-2020,Uttarakhand,30.0668,79.0193,35,0,5,0,0,0
12-04-2020,West Bengal,22.9868,87.855,134,5,19,18,0,3
13-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,0
13-04-2020,Andhra Pradesh,15.9129,79.74,427,7,11,46,0,0
13-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
13-04-2020,Assam,26.2006,92.9376,29,1,0,0,0,0
13-04-2020,Bihar,25.0961,85.3131,64,1,19,1,0,19
13-04-2020,Chandigarh,30.7333,76.7794,21,0,7,2,0,0
13-04-2020,Chhattisgarh,21.2787,81.8661,31,0,10,13,0,1
13-04-2020,Delhi,28.7041,77.1025,1154,24,27,85,0,2
13-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0
13-04-2020,Gujarat,22.2587,71.1924,516,25,44,84,0,0
13-04-2020,Haryana,29.0588,76.0856,185,3,29,8,0,0
13-04-2020,Himachal Pradesh,31.1048,77.1734,32,1,13,0,0,7
13-04-2020,Jammu and Kashmir,33.7782,76.5762,245,4,6,38,0,0
13-04-2020,Jharkhand,23.6102,85.2799,19,2,0,2,0,0
13-04-2020,Karnataka,15.3173,75.7139,232,6,57,18,0,20
13-04-2020,Kerala,10.8505,76.2711,376,2,179,12,0,56
13-04-2020,Ladakh,34.2996,78.2932,15,0,10,0,0,0
13-04-2020,Madhya Pradesh,22.9734,78.6569,564,36,0,32,0,0
13-04-2020,Maharashtra,19.7515,75.7139,1985,149,217,224,0,9
13-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
13-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
13-04-2020,Odisha,20.9517,85.0985,54,1,12,4,0,10
13-04-2020,Puducherry,11.9416,79.8083,7,0,1,0,0,0
13-04-2020,Punjab,31.1471,75.3412,151,11,5,0,0,0
13-04-2020,Rajasthan,27.0238,74.2179,804,3,21,104,0,0
13-04-2020,Tamil Nadu,11.1271,78.6569,1043,11,50,74,0,6
13-04-2020,Telengana,18.1124,79.0193,504,9,43,0,0,0
13-04-2020,Tripura,23.9408,91.9882,2,0,0,0,0,0
13-04-2020,Uttar Pradesh,26.8467,80.9462,483,5,46,31,0,1
13-04-2020,Uttarakhand,30.0668,79.0193,35,0,5,0,0,0
13-04-2020,West Bengal,22.9868,87.855,152,7,29,18,0,10
14-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,0
14-04-2020,Andhra Pradesh,15.9129,79.74,473,9,14,46,0,3
14-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
14-04-2020,Assam,26.2006,92.9376,21,1,0,0,0,0
14-04-2020,Bihar,25.0961,85.3131,66,1,26,2,0,7
14-04-2020,Chandigarh,30.7333,76.7794,21,0,7,0,0,0
14-04-2020,Chhattisgarh,21.2787,81.8661,31,0,10,0,0,0
14-04-2020,Delhi,28.7041,77.1025,1510,28,30,356,0,3
14-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0
14-04-2020,Gujarat,22.2587,71.1924,617,26,55,101,0,11
14-04-2020,Haryana,29.0588,76.0856,199,3,34,14,0,5
14-04-2020,Himachal Pradesh,31.1048,77.1734,32,1,13,0,0,0
14-04-2020,Jammu and Kashmir,33.7782,76.5762,270,4,16,25,0,10
14-04-2020,Jharkhand,23.6102,85.2799,24,2,0,5,0,0
14-04-2020,Karnataka,15.3173,75.7139,258,9,65,26,0,8
14-04-2020,Kerala,10.8505,76.2711,379,3,198,3,0,19
14-04-2020,Ladakh,34.2996,78.2932,15,0,10,0,0,0
14-04-2020,Madhya Pradesh,22.9734,78.6569,730,50,50,166,0,50
14-04-2020,Maharashtra,19.7515,75.7139,2337,160,229,352,0,12
14-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
14-04-2020,Meghalaya,25.467,91.3662,1,0,0,0,0,0
14-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
14-04-2020,Odisha,20.9517,85.0985,55,1,18,1,0,6
14-04-2020,Puducherry,11.9416,79.8083,7,0,1,0,0,0
14-04-2020,Punjab,31.1471,75.3412,176,12,14,25,0,9
14-04-2020,Rajasthan,27.0238,74.2179,879,3,133,75,0,112
14-04-2020,Tamil Nadu,11.1271,78.6569,1173,11,58,130,0,8
14-04-2020,Telengana,18.1124,79.0193,624,17,100,120,0,57
14-04-2020,Tripura,23.9408,91.9882,2,0,0,0,0,0
14-04-2020,Uttar Pradesh,26.8467,80.9462,657,5,49,174,0,3
14-04-2020,Uttarakhand,30.0668,79.0193,35,0,7,0,0,2
14-04-2020,West Bengal,22.9868,87.855,190,7,36,38,0,7
15-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,0
15-04-2020,Andhra Pradesh,15.9129,79.74,483,9,16,10,0,2
15-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
15-04-2020,Assam,26.2006,92.9376,32,1,0,11,0,0
15-04-2020,Bihar,25.0961,85.3131,66,1,29,0,0,3
15-04-2020,Chandigarh,30.7333,76.7794,21,0,7,0,0,0
15-04-2020,Chhattisgarh,21.2787,81.8661,33,0,13,2,0,3
15-04-2020,Delhi,28.7041,77.1025,1561,30,30,51,0,0
15-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0
15-04-2020,Gujarat,22.2587,71.1924,650,28,59,33,0,4
15-04-2020,Haryana,29.0588,76.0856,199,3,34,0,0,0
15-04-2020,Himachal Pradesh,31.1048,77.1734,33,1,13,1,0,0
15-04-2020,Jammu and Kashmir,33.7782,76.5762,278,4,30,8,0,14
15-04-2020,Jharkhand,23.6102,85.2799,27,2,0,3,0,0
15-04-2020,Karnataka,15.3173,75.7139,260,10,71,2,0,6
15-04-2020,Kerala,10.8505,76.2711,387,3,211,8,0,13
15-04-2020,Ladakh,34.2996,78.2932,17,0,10,2,0,0
15-04-2020,Madhya Pradesh,22.9734,78.6569,730,50,51,0,0,1
15-04-2020,Maharashtra,19.7515,75.7139,2687,178,259,350,0,30
15-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
15-04-2020,Meghalaya,25.467,91.3662,1,0,0,0,0,0
15-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
15-04-2020,Odisha,20.9517,85.0985,60,1,18,5,0,0
15-04-2020,Puducherry,11.9416,79.8083,7,0,1,0,0,0
15-04-2020,Punjab,31.1471,75.3412,176,12,14,0,0,0
15-04-2020,Rajasthan,27.0238,74.2179,969,3,147,90,0,14
15-04-2020,Tamil Nadu,11.1271,78.6569,1204,12,81,31,0,23
15-04-2020,Telengana,18.1124,79.0193,624,17,100,0,0,0
15-04-2020,Tripura,23.9408,91.9882,2,0,0,0,0,0
15-04-2020,Uttar Pradesh,26.8467,80.9462,660,5,50,3,0,1
15-04-2020,Uttarakhand,30.0668,79.0193,37,0,9,2,0,2
15-04-2020,West Bengal,22.9868,87.855,213,7,37,23,0,1
16-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,0
16-04-2020,Andhra Pradesh,15.9129,79.74,525,14,20,42,0,4
16-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
16-04-2020,Assam,26.2006,92.9376,33,1,0,1,0,0
16-04-2020,Bihar,25.0961,85.3131,70,1,29,4,0,0
16-04-2020,Chandigarh,30.7333,76.7794,21,0,7,0,0,0
16-04-2020,Chhattisgarh,21.2787,81.8661,33,0,17,0,0,4
16-04-2020,Delhi,28.7041,77.1025,1578,32,40,17,0,10
16-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0
16-04-2020,Gujarat,22.2587,71.1924,766,33,64,116,0,5
16-04-2020,Haryana,29.0588,76.0856,205,3,43,6,0,9
16-04-2020,Himachal Pradesh,31.1048,77.1734,35,1,16,2,0,3
16-04-2020,Jammu and Kashmir,33.7782,76.5762,300,4,36,22,0,6
16-04-2020,Jharkhand,23.6102,85.2799,28,2,0,1,0,0
16-04-2020,Karnataka,15.3173,75.7139,279,12,80,19,0,9
16-04-2020,Kerala,10.8505,76.2711,388,3,218,1,0,7
15-04-2020,Ladakh,34.2996,78.2932,17,0,10,2,0,0
15-04-2020,Madhya Pradesh,22.9734,78.6569,730,50,51,0,0,1
